target,f_brsame,f_cap,f_fname,f_instantpur,f_landline,f_mname,f_odprot,f_othercard,f_pnid,f_ppce,f_ppoa,f_ptaxid,f_sex,f_tel,f_wscity,f_wsstate,has_persref,customer_id,cat_bsresid,cat_civstatus,cat_occupid,cat_pinconf,cat_residtype,cat_zip1,cat_zip2,cat_zip3,cat_zip4,cat_opstate,cat_dem,num_account,num_age,num_income,num_ndep,num_samejob,num_sameplace,year,month,num_sameplace_1
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,73073,MG,0,132,,0,3,0,7,2,MG,882,0.0,24.0,46500.0,0.0,24.0,52.0,2009.0,5.0,3.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1.0,288643,MG,1,13,,1,3,0,7,2,MG,882,0.0,75.0,51000.0,0.0,108.0,36.0,2010.0,2.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1.0,533,MG,0,165,,1,3,1,3,6,MG,882,0.0,52.0,46500.0,0.0,180.0,180.0,2009.0,10.0,5.0
0.0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0.0,2482,MG,0,731,,1,3,1,3,6,MG,882,0.0,29.0,69750.0,0.0,120.0,360.0,2009.0,4.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0.0,265537,MG,1,305,,1,3,1,3,6,MG,882,0.0,31.0,93000.0,0.0,72.0,96.0,2009.0,11.0,4.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1.0,553186,MG,1,131,,1,3,1,3,6,MG,882,0.0,18.0,51000.0,0.0,24.0,12.0,2010.0,8.0,2.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1.0,286607,MG,0,712,,1,3,0,5,5,MG,882,0.0,37.0,63600.0,0.0,2.0,444.0,2010.0,4.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,1051233,MG,1,13,0,1,3,1,7,3,MG,882,0.0,63.0,60000.0,0.0,180.0,240.0,2009.0,10.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,2641,MG,0,716,0,0,3,1,2,5,MG,882,0.0,28.0,93000.0,0.0,132.0,336.0,2009.0,12.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,360780,MG,0,213,,0,3,1,2,5,MG,882,0.0,19.0,51000.0,0.0,20.0,240.0,2010.0,1.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0.0,4583,MG,0,2,,2,3,1,2,5,MG,882,0.0,20.0,46500.0,0.0,18.0,216.0,2009.0,8.0,5.0
0.0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0.0,473648,MG,0,732,,3,3,1,2,5,MG,882,0.0,23.0,51000.0,0.0,10.0,5.0,2010.0,1.0,1.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1.0,52455,MG,0,165,,1,3,1,2,5,MG,882,0.0,23.0,51000.0,0.0,12.0,36.0,2010.0,10.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0,1118506,MG,1,508,0,1,3,1,2,5,MG,882,0.0,50.0,138100.0,0.0,24.0,540.0,2009.0,11.0,6.0
0.0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1.0,16187,MG,0,138,1,1,3,1,2,5,MG,882,0.0,60.0,127500.0,0.0,12.0,12.0,2010.0,8.0,2.0
0.0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1.0,345648,MG,1,205,1,1,3,1,2,5,MG,882,0.0,26.0,51000.0,0.0,60.0,144.0,2010.0,2.0,4.0
0.0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1.0,477442,MG,4,50,0,1,3,1,2,5,MG,882,0.0,57.0,80000.0,0.0,12.0,15.0,2010.0,8.0,2.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,18851,MG,1,728,,0,3,0,8,1,MG,882,0.0,36.0,102000.0,0.0,48.0,60.0,2010.0,5.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,273116,MG,0,255,,0,3,0,4,3,MG,882,0.0,30.0,120000.0,0.0,73.0,37.0,2010.0,12.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1.0,1182610,MG,0,713,,1,3,0,1,,MG,882,0.0,46.0,93000.0,0.0,228.0,240.0,2009.0,12.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,260025,MG,1,05,,0,3,1,5,6,MG,882,0.0,28.0,102000.0,0.0,60.0,60.0,2010.0,12.0,4.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1.0,22811,MG,1,21,,1,3,1,5,6,MG,882,0.0,57.0,69700.0,0.0,300.0,240.0,2009.0,9.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0.0,1051232,MG,3,13,,1,3,1,5,6,MG,882,0.0,67.0,46500.0,0.0,12.0,312.0,2009.0,9.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1.0,532607,MG,0,305,,0,3,1,5,6,MG,882,0.0,31.0,127500.0,0.0,6.0,24.0,2010.0,12.0,3.0
0.0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1.0,4783,MG,3,13,,1,3,1,5,6,MG,882,0.0,57.0,51000.0,0.0,180.0,96.0,2010.0,2.0,4.0
0.0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1.0,4563,MG,1,711,,1,3,1,5,6,MG,882,0.0,50.0,153000.0,0.0,84.0,252.0,2010.0,1.0,5.0
0.0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1.0,27463,MG,3,205,,1,3,1,8,7,MG,882,0.0,52.0,46500.0,0.0,24.0,240.0,2009.0,2.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0.0,452270,MG,0,138,0,0,3,1,8,7,MG,882,0.0,21.0,127500.0,0.0,4.0,216.0,2010.0,7.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1.0,22067,MG,0,1,,0,3,1,8,7,MG,882,0.0,29.0,139500.0,0.0,30.0,348.0,2009.0,8.0,5.0
0.0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1.0,234012,MG,1,853,,0,3,1,8,7,MG,882,0.0,29.0,120800.0,0.0,72.0,240.0,2010.0,12.0,5.0
1.0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1.0,636707,MG,0,50,,0,3,1,8,7,MG,882,0.0,58.0,51000.0,0.0,12.0,216.0,2010.0,11.0,5.0
0.0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1.0,10346,MG,1,50,,1,3,1,8,7,MG,882,0.0,55.0,51000.0,0.0,120.0,384.0,2010.0,7.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,62111,MG,0,801,,0,3,1,2,3,MG,882,0.0,28.0,51000.0,0.0,60.0,336.0,2010.0,6.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,111283,MG,1,60,,0,3,1,2,3,MG,882,0.0,25.0,51000.0,0.0,30.0,48.0,2010.0,5.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1.0,14555,MG,0,35,5,1,3,1,2,3,MG,882,0.0,34.0,100000.0,0.0,60.0,408.0,2010.0,4.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,27133,MG,1,100,,0,3,1,2,3,MG,882,0.0,47.0,89700.0,0.0,240.0,144.0,2010.0,12.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0.0,2260,MG,1,263,0,0,3,1,2,3,MG,882,0.0,74.0,204000.0,0.0,120.0,360.0,2010.0,6.0,5.0
0.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1.0,523152,MG,0,50,,1,3,1,2,3,MG,882,1.0,22.0,46500.0,1.0,60.0,252.0,2009.0,9.0,5.0
0.0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1.0,581828,MG,0,508,,1,3,1,2,3,MG,882,1.0,18.0,75000.0,0.0,3.0,216.0,2010.0,4.0,5.0
0.0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1.0,1181060,MG,1,501,,0,3,1,2,3,MG,882,0.0,56.0,51000.0,0.0,60.0,600.0,2010.0,6.0,6.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.0,1251231,MG,2,717,,0,3,1,2,3,MG,882,0.0,37.0,178500.0,0.0,480.0,240.0,2010.0,4.0,5.0
0.0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1.0,1053724,MG,1,706,1,1,3,1,2,3,MG,882,0.0,55.0,51000.0,0.0,384.0,120.0,2010.0,8.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1.0,558245,MG,0,56,,0,3,0,7,3,MG,882,0.0,20.0,51000.0,0.0,18.0,240.0,2010.0,12.0,5.0
0.0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0.0,525,MG,0,100,,1,3,0,7,3,MG,882,0.0,38.0,81600.0,0.0,120.0,96.0,2010.0,6.0,4.0
0.0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,360052,MG,1,43,,0,3,1,5,5,MG,882,0.0,73.0,46500.0,0.0,120.0,156.0,2009.0,5.0,5.0
0.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1.0,3618,MG,0,654,,1,3,1,5,5,MG,882,0.0,26.0,51000.0,0.0,24.0,24.0,2010.0,9.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,5777,MG,1,38,,0,3,1,5,5,MG,882,0.0,32.0,58100.0,0.0,20.0,120.0,2010.0,12.0,4.0
0.0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1.0,533303,MG,0,83,,0,3,1,5,5,MG,882,0.0,22.0,69750.0,0.0,1.0,24.0,2009.0,5.0,3.0
0.0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1.0,118244,MG,0,165,,1,3,0,3,6,MG,882,0.0,47.0,46500.0,3.0,12.0,336.0,2009.0,5.0,5.0
0.0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1.0,116838,MG,1,61,,1,3,0,8,2,MG,882,0.0,38.0,46500.0,0.0,24.0,144.0,2009.0,10.0,4.0
0.0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1.0,263551,MG,0,522,1,2,3,0,8,2,MG,882,0.0,29.0,80000.0,0.0,20.0,96.0,2009.0,10.0,4.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,82588,MG,2,13,,0,3,1,7,1,MG,882,0.0,58.0,46500.0,0.0,36.0,60.0,2009.0,7.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1.0,113028,MG,1,864,,0,3,1,6,3,MG,882,0.0,41.0,51000.0,0.0,60.0,120.0,2010.0,12.0,4.0
1.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1.0,164404,MG,0,24,,1,3,1,6,3,MG,882,1.0,30.0,57700.0,0.0,6.0,240.0,2009.0,12.0,5.0
0.0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1.0,1150756,MG,1,501,,1,3,1,6,3,MG,882,0.0,47.0,51000.0,0.0,240.0,360.0,2010.0,5.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,1276031,MG,1,210,,0,3,1,6,3,MG,882,0.0,56.0,139500.0,0.0,336.0,336.0,2009.0,8.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1.0,20845,MG,1,50,,0,3,0,5,3,MG,882,0.0,33.0,51000.0,0.0,24.0,72.0,2010.0,8.0,4.0
1.0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1.0,1250410,MG,0,43,,1,3,0,7,1,MG,882,0.0,39.0,51000.0,0.0,240.0,180.0,2010.0,9.0,5.0
0.0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1.0,34887,MG,0,113,,1,3,1,1,3,MG,882,0.0,24.0,81600.0,0.0,24.0,18.0,2010.0,9.0,2.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,102474,MG,1,13,,0,3,1,1,3,MG,882,0.0,49.0,51000.0,0.0,24.0,600.0,2010.0,7.0,6.0
0.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1.0,1074603,MG,1,117,,0,3,1,1,3,MG,882,0.0,48.0,127500.0,0.0,180.0,240.0,2010.0,12.0,5.0
0.0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1.0,36343,MG,0,251,,0,3,0,3,5,MG,882,0.0,25.0,51000.0,0.0,84.0,84.0,2010.0,11.0,4.0
0.0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1.0,1050466,MG,1,513,,0,3,0,3,5,MG,882,0.0,44.0,250000.0,0.0,144.0,60.0,2010.0,12.0,4.0
0.0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1.0,15778,MG,1,117,,1,3,0,7,5,MG,882,0.0,30.0,120000.0,0.0,18.0,36.0,2010.0,9.0,3.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1.0,25404,MG,0,136,,1,3,0,4,6,MG,882,0.0,34.0,46500.0,2.0,60.0,408.0,2009.0,9.0,6.0
1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1.0,3647,MG,0,25,0,1,3,0,4,6,MG,882,0.0,34.0,70000.0,0.0,60.0,36.0,2009.0,12.0,3.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1.0,166475,MG,3,13,,1,3,1,8,1,MG,882,0.0,54.0,46500.0,0.0,36.0,600.0,2009.0,12.0,6.0
0.0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1.0,1428,MG,0,707,,0,3,1,8,1,MG,882,0.0,32.0,55000.0,0.0,96.0,384.0,2010.0,6.0,5.0
1.0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1.0,1313462,MG,0,13,,1,3,1,8,1,MG,882,0.0,41.0,46500.0,0.0,72.0,120.0,2009.0,8.0,4.0
1.0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0.0,3407,MG,1,50,,1,3,0,6,2,MG,882,0.0,37.0,46500.0,3.0,12.0,360.0,2009.0,2.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,15872,MG,1,506,,0,3,0,6,2,MG,882,0.0,34.0,102000.0,0.0,120.0,360.0,2010.0,11.0,5.0
0.0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0.0,15535,MG,0,123,,1,3,0,6,2,MG,882,0.0,39.0,59100.0,0.0,24.0,36.0,2010.0,8.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,552660,MG,0,350,,0,3,0,6,2,MG,882,0.0,19.0,102000.0,0.0,6.0,228.0,2010.0,12.0,5.0
1.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0.0,681,MG,0,501,,2,3,0,6,2,MG,882,0.0,18.0,51000.0,0.0,48.0,48.0,2010.0,9.0,3.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1.0,102112,MG,1,165,,0,3,0,6,2,MG,882,0.0,48.0,51000.0,0.0,60.0,396.0,2010.0,7.0,5.0
0.0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1.0,117727,MG,2,703,,1,3,0,6,2,MG,882,0.0,48.0,46500.0,0.0,216.0,216.0,2009.0,11.0,5.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,1232510,MG,1,78,,0,3,0,6,2,MG,882,0.0,41.0,51000.0,0.0,12.0,120.0,2010.0,1.0,4.0
0.0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1.0,1263047,MG,1,165,,3,3,0,6,2,MG,882,0.0,44.0,51000.0,2.0,60.0,7.0,2010.0,9.0,1.0
0.0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1.0,115846,MG,1,210,,0,3,1,0,7,MG,882,0.0,44.0,153000.0,0.0,156.0,180.0,2010.0,11.0,5.0
0.0,1,0,1,0,1,1,,0,,,,,1,1,1,1,1.0,76115,MG,0,712,,2,3,0,2,8,RJ,882,0.0,27.0,51000.0,0.0,35.0,251.0,2010.0,8.0,5.0
0.0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1.0,204301,MG,1,713,,1,3,1,0,3,MG,882,0.0,31.0,90000.0,0.0,60.0,96.0,2010.0,9.0,4.0
0.0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1.0,430721,MG,1,13,,0,3,1,0,3,MG,882,0.0,60.0,51000.0,0.0,120.0,240.0,2010.0,7.0,5.0
